                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     58,                0.94275,                0.53263,                0.98712,                0.99842,                      1,                  0.995,                 0.7477,                0.89337,                0.43361,                 0.9684,              0.0008714,              0.0008714,              0.0008714
                     59,                0.96989,                0.52934,                0.97864,                0.99834,                      1,                  0.995,                0.75993,                 0.9283,                0.43903,                0.97366,              0.0008516,              0.0008516,              0.0008516
                     60,                0.96615,                0.51492,                0.97556,                0.99824,                      1,                  0.995,                0.73876,                0.92673,                0.42749,                0.95879,              0.0008318,              0.0008318,              0.0008318
                     61,                0.95088,                0.50068,                0.97567,                0.99822,                      1,                  0.995,                0.75381,                0.90754,                0.38708,                 0.9552,               0.000812,               0.000812,               0.000812
                     62,                0.96814,                0.50914,                0.98416,                0.99844,                      1,                  0.995,                0.76318,                0.92705,                0.37501,                0.96311,              0.0007922,              0.0007922,              0.0007922
                     63,                0.99234,                0.50365,                0.98745,                0.99845,                      1,                  0.995,                0.78748,                0.85644,                0.35919,                0.94184,              0.0007724,              0.0007724,              0.0007724
                     64,                0.95364,                0.51886,                0.98922,                0.99839,                      1,                  0.995,                 0.7378,                0.88487,                0.36722,                0.94545,              0.0007526,              0.0007526,              0.0007526
                     65,                0.98076,                0.50346,                 0.9903,                0.99823,                      1,                  0.995,                0.75046,                0.92971,                0.40439,                0.96142,              0.0007328,              0.0007328,              0.0007328
                     66,                0.92235,                0.49032,                0.97747,                0.99803,                      1,                  0.995,                0.73488,                0.95641,                 0.4886,                 0.9793,               0.000713,               0.000713,               0.000713
                     67,                0.93895,                0.48064,                0.98638,                0.99763,                      1,                  0.995,                0.73866,                0.93395,                0.44131,                0.96944,              0.0006932,              0.0006932,              0.0006932
                     68,                0.91422,                0.49144,                0.97847,                0.99825,                      1,                  0.995,                0.74367,                0.89306,                0.38747,                0.95166,              0.0006734,              0.0006734,              0.0006734
                     69,                0.95712,                0.51148,                0.98347,                0.99833,                      1,                  0.995,                0.75495,                0.90883,                0.38797,                0.96613,              0.0006536,              0.0006536,              0.0006536
                     70,                0.93139,                0.49194,                0.95921,                0.99815,                      1,                  0.995,                0.76147,                0.93014,                0.39097,                0.98585,              0.0006338,              0.0006338,              0.0006338
                     71,                0.91002,                0.50834,                0.95908,                0.99783,                      1,                  0.995,                0.76636,                0.91455,                0.38409,                0.97572,               0.000614,               0.000614,               0.000614
                     72,                0.93489,                0.47926,                0.96368,                0.99803,                      1,                  0.995,                0.75613,                0.94569,                0.41031,                0.98098,              0.0005942,              0.0005942,              0.0005942
                     73,                 1.0251,                0.51101,                 1.0033,                0.99841,                      1,                  0.995,                0.76848,                0.96153,                0.40855,                0.98339,              0.0005744,              0.0005744,              0.0005744
                     74,                0.95817,                0.49667,                0.98325,                0.99839,                      1,                  0.995,                0.76974,                0.95404,                0.38606,                0.97862,              0.0005546,              0.0005546,              0.0005546
                     75,                0.94288,                0.46814,                0.97311,                0.99837,                      1,                  0.995,                 0.7539,                0.98128,                0.38294,                0.98534,              0.0005348,              0.0005348,              0.0005348
                     76,                0.95647,                0.47441,                 1.0117,                0.99844,                      1,                  0.995,                0.75319,                0.97494,                 0.3862,                0.98363,               0.000515,               0.000515,               0.000515
                     77,                0.88592,                0.48243,                0.95769,                0.99844,                      1,                  0.995,                0.77527,                 0.9667,                0.38038,                0.98644,              0.0004952,              0.0004952,              0.0004952
                     78,                0.93481,                0.45002,                0.95306,                0.99848,                      1,                  0.995,                0.76181,                 0.9594,                0.37476,                0.98788,              0.0004754,              0.0004754,              0.0004754
                     79,                0.92146,                0.46534,                0.96705,                0.99843,                      1,                  0.995,                0.76295,                0.94413,                0.38125,                0.98044,              0.0004556,              0.0004556,              0.0004556
                     80,                0.89231,                0.44384,                 0.9463,                0.99827,                      1,                  0.995,                0.75632,                0.97642,                0.37057,                0.98744,              0.0004358,              0.0004358,              0.0004358
                     81,                0.88296,                0.43648,                0.95827,                0.99826,                      1,                  0.995,                0.74854,                0.95317,                0.35159,                0.97786,               0.000416,               0.000416,               0.000416
                     82,                0.88407,                0.43992,                0.95701,                0.99807,                      1,                  0.995,                0.76715,                0.95516,                0.34968,                0.98063,              0.0003962,              0.0003962,              0.0003962
                     83,                0.92734,                0.45036,                0.95189,                0.99788,                      1,                  0.995,                0.76256,                0.96726,                0.35068,                 0.9844,              0.0003764,              0.0003764,              0.0003764
                     84,                0.91252,                 0.4449,                0.95201,                0.99785,                      1,                  0.995,                0.75526,                0.91768,                0.34052,                0.96448,              0.0003566,              0.0003566,              0.0003566
                     85,                0.88646,                0.44006,                0.96416,                0.99799,                      1,                  0.995,                0.75597,                0.89616,                 0.3374,                0.95721,              0.0003368,              0.0003368,              0.0003368
                     86,                0.91153,                0.44573,                 0.9776,                0.99815,                      1,                  0.995,                 0.7618,                0.89228,                0.33603,                0.95437,               0.000317,               0.000317,               0.000317
                     87,                0.88361,                0.43625,                0.94916,                0.99822,                      1,                  0.995,                 0.7618,                 0.8948,                0.33456,                0.95432,              0.0002972,              0.0002972,              0.0002972
                     88,                0.89389,                 0.4417,                0.95567,                 0.9984,                      1,                  0.995,                0.77642,                0.89854,                0.33514,                0.95432,              0.0002774,              0.0002774,              0.0002774
                     89,                0.90741,                0.44059,                0.96319,                0.99844,                      1,                  0.995,                0.77894,                0.88879,                0.32754,                0.95228,              0.0002576,              0.0002576,              0.0002576
                     90,                0.92357,                 0.4293,                 0.9661,                0.99843,                      1,                  0.995,                0.77913,                0.89354,                0.33167,                0.95467,              0.0002378,              0.0002378,              0.0002378
                     91,                0.86305,                0.40173,                 0.9431,                0.99846,                      1,                  0.995,                0.78002,                0.89134,                0.33179,                0.95511,               0.000218,               0.000218,               0.000218
                     92,                0.88238,                0.39361,                 0.9455,                0.99846,                      1,                  0.995,                0.78777,                0.89486,                0.34043,                0.95853,              0.0001982,              0.0001982,              0.0001982
                     93,                0.85767,                0.39537,                0.94659,                0.99847,                      1,                  0.995,                0.76952,                0.87596,                0.34483,                0.95226,              0.0001784,              0.0001784,              0.0001784
                     94,                0.85255,                0.38456,                0.93045,                0.99849,                      1,                  0.995,                0.76717,                0.87379,                0.34209,                0.95144,              0.0001586,              0.0001586,              0.0001586
                     95,                0.86069,                0.38427,                0.96449,                0.99848,                      1,                  0.995,                0.78213,                0.87248,                0.34094,                 0.9507,              0.0001388,              0.0001388,              0.0001388
                     96,                0.85642,                0.38347,                0.95611,                0.99852,                      1,                  0.995,                0.78943,                0.87309,                0.33826,                0.94928,               0.000119,               0.000119,               0.000119
                     97,                0.84651,                0.38544,                0.94378,                 0.9985,                      1,                  0.995,                0.77349,                0.87676,                0.34143,                0.94998,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.86688,                 0.3773,                0.95626,                 0.9985,                      1,                  0.995,                0.77675,                0.87658,                0.34695,                 0.9512,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.83044,                 0.3805,                0.95179,                 0.9985,                      1,                  0.995,                0.77963,                0.87539,                 0.3477,                0.95151,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.85212,                  0.382,                0.94867,                 0.9985,                      1,                  0.995,                0.79142,                0.86944,                0.34482,                0.95016,               3.98e-05,               3.98e-05,               3.98e-05
