                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                 1.0639,                0.78283,                 1.0308,                0.92652,                0.93827,                0.98157,                0.70431,                 1.0666,                0.66861,                0.99349,               0.001703,               0.001703,               0.001703
                     17,                 1.0713,                0.74528,                 1.0449,                0.92795,                0.95408,                0.98821,                0.71364,                 1.0023,                0.83287,                  1.003,              0.0016832,              0.0016832,              0.0016832
                     18,                 1.0973,                0.72396,                 1.0378,                0.92047,                0.87654,                0.95827,                0.70125,                 1.0318,                 1.0746,                 1.0138,              0.0016634,              0.0016634,              0.0016634
                     19,                   1.04,                0.67746,                 1.0204,                0.99706,                0.95062,                0.99267,                0.75494,                0.89531,                0.56243,                0.94324,              0.0016436,              0.0016436,              0.0016436
                     20,                   1.04,                0.69272,                 1.0097,                0.95964,                      1,                0.98877,                0.72992,                0.99172,                0.52942,                0.97763,              0.0016238,              0.0016238,              0.0016238
                     21,                 1.0502,                0.68243,                 1.0272,                0.93313,                0.98765,                0.97672,                 0.7215,                 1.0135,                0.56822,                 0.9913,               0.001604,               0.001604,               0.001604
                     22,                 1.0191,                0.62637,                 1.0099,                 0.9631,                0.98765,                 0.9902,                  0.734,                 1.0065,                0.56207,                 0.9787,              0.0015842,              0.0015842,              0.0015842
                     23,                 1.0835,                0.65892,                 1.0376,                      1,                0.97111,                 0.9932,                0.75431,                0.92224,                0.49416,                0.95882,              0.0015644,              0.0015644,              0.0015644
                     24,                 1.0714,                0.67826,                 1.0293,                0.99894,                      1,                  0.995,                0.75203,                0.91127,                 0.4582,                0.95072,              0.0015446,              0.0015446,              0.0015446
                     25,                 1.0186,                0.64066,                 1.0099,                0.97433,                      1,                0.99452,                 0.7387,                0.94107,                0.58772,                0.94934,              0.0015248,              0.0015248,              0.0015248
                     26,                0.99569,                0.57531,                0.99521,                0.96259,                0.95302,                0.98751,                0.74693,                0.94517,                0.49405,                0.95502,               0.001505,               0.001505,               0.001505
                     27,                0.95219,                0.58582,                0.98723,                0.98371,                      1,                0.99463,                0.70851,                  1.053,                0.59626,                0.99726,              0.0014852,              0.0014852,              0.0014852
                     28,                 1.0451,                0.60453,                  1.024,                0.86975,                0.97531,                0.96045,                0.68886,                 1.0781,                0.64428,                 1.0097,              0.0014654,              0.0014654,              0.0014654
                     29,                 1.0079,                0.59143,                  1.015,                0.99796,                      1,                  0.995,                0.74775,                0.97352,                0.50847,                0.98893,              0.0014456,              0.0014456,              0.0014456
                     30,                 1.0081,                0.57491,                 1.0062,                0.96631,                      1,                0.98817,                0.69862,                 1.0701,                0.55176,                 1.0139,              0.0014258,              0.0014258,              0.0014258
                     31,                 1.0398,                0.58648,                 1.0201,                      1,                0.99481,                  0.995,                0.75258,                0.91007,                0.43719,                 0.9425,               0.001406,               0.001406,               0.001406
                     32,                0.98798,                0.55433,                 1.0075,                0.99568,                0.98765,                0.99442,                0.75054,                 0.9097,                0.44726,                0.95071,              0.0013862,              0.0013862,              0.0013862
                     33,                0.96803,                0.53942,                0.98028,                0.95289,                0.99877,                0.99356,                0.74134,                 0.9114,                0.49939,                0.94764,              0.0013664,              0.0013664,              0.0013664
                     34,                0.99304,                0.55276,                 1.0087,                0.99742,                      1,                  0.995,                 0.7464,                0.95225,                0.44175,                0.96218,              0.0013466,              0.0013466,              0.0013466
                     35,                0.97322,                0.53586,                 1.0053,                0.99638,                      1,                  0.995,                0.75808,                0.88513,                0.41127,                0.94217,              0.0013268,              0.0013268,              0.0013268
                     36,                0.98733,                0.53117,                0.99976,                      1,                 0.9988,                  0.995,                0.75635,                0.93234,                0.41424,                0.94473,               0.001307,               0.001307,               0.001307
                     37,                 1.0039,                0.53518,                0.99961,                0.97964,                0.97531,                0.99452,                0.74733,                0.92789,                0.42903,                0.94917,              0.0012872,              0.0012872,              0.0012872
                     38,                 1.0062,                0.51895,                 1.0019,                      1,                0.96707,                0.99326,                0.75011,                0.95005,                 0.4971,                0.96456,              0.0012674,              0.0012674,              0.0012674
                     39,                0.99723,                0.53055,                 1.0197,                0.97132,                0.75309,                 0.9423,                0.61782,                 1.2906,                 1.3208,                 1.1474,              0.0012476,              0.0012476,              0.0012476
                     40,                0.98469,                0.52433,                0.99749,                0.85265,                0.85733,                0.94131,                0.69585,                0.98819,                 1.0193,                0.98528,              0.0012278,              0.0012278,              0.0012278
                     41,                0.96891,                0.51926,                0.97444,                 0.9835,                      1,                0.99463,                0.74118,                 1.0147,                 0.4336,                0.98465,               0.001208,               0.001208,               0.001208
                     42,                0.90721,                 0.5121,                0.97046,                0.96202,                0.93824,                0.98905,                0.74744,                0.97847,                 0.5372,                0.97546,              0.0011882,              0.0011882,              0.0011882
                     43,                0.99642,                0.55359,                 1.0147,                0.99782,                      1,                  0.995,                0.75975,                0.92537,                0.42891,                0.95364,              0.0011684,              0.0011684,              0.0011684
                     44,                 1.0174,                0.53494,                 1.0071,                0.97254,                0.87458,                0.97573,                0.68174,                0.99027,                0.62806,                 0.9793,              0.0011486,              0.0011486,              0.0011486
                     45,                0.99031,                0.51801,                0.99932,                0.76585,                0.64198,                0.67542,                0.42598,                 1.2397,                 1.9255,                 1.1776,              0.0011288,              0.0011288,              0.0011288
                     46,                0.95435,                0.50551,                0.99174,                0.02093,                0.66667,                0.02232,                0.01378,                 1.5558,                 4.1644,                 1.5558,               0.001109,               0.001109,               0.001109
                     47,                0.95451,                0.51258,                0.99239,                0.88125,                0.88889,                 0.9457,                0.67625,                 1.0158,                0.78127,                0.99356,              0.0010892,              0.0010892,              0.0010892
                     48,                  0.924,                0.49292,                0.96217,                0.97583,                0.99705,                0.99464,                0.76818,                0.90476,                0.39227,                0.94713,              0.0010694,              0.0010694,              0.0010694
                     49,                0.96932,                0.49853,                0.99201,                0.99139,                      1,                  0.995,                0.75745,                0.93088,                0.39784,                 0.9567,              0.0010496,              0.0010496,              0.0010496
                     50,                0.95649,                0.49097,                0.96732,                0.99863,                0.98765,                0.99488,                0.77352,                0.90224,                0.40438,                 0.9487,              0.0010298,              0.0010298,              0.0010298
                     51,                0.97862,                0.52411,                0.99606,                 0.9971,                      1,                  0.995,                0.77285,                0.93153,                0.39337,                0.95538,                0.00101,                0.00101,                0.00101
                     52,                0.91905,                0.47399,                 0.9796,                      1,                 0.9996,                  0.995,                0.76616,                0.94221,                0.38879,                0.96201,              0.0009902,              0.0009902,              0.0009902
                     53,                0.93384,                 0.4872,                0.98308,                0.99433,                      1,                  0.995,                0.75797,                0.89892,                0.39363,                0.94274,              0.0009704,              0.0009704,              0.0009704
                     54,                 0.9803,                0.49407,                0.98459,                0.99929,                      1,                  0.995,                0.75031,                0.93563,                0.40693,                0.94615,              0.0009506,              0.0009506,              0.0009506
                     55,                0.96715,                0.51936,                0.99729,                0.88849,                0.88534,                0.94674,                0.69773,                0.99194,                 0.6994,                0.97007,              0.0009308,              0.0009308,              0.0009308
                     56,                  1.011,                0.48815,                 1.0084,                0.99781,                      1,                  0.995,                0.77417,                0.88319,                0.38732,                0.93535,               0.000911,               0.000911,               0.000911
                     57,                0.97149,                0.49413,                 1.0028,                 0.9983,                      1,                  0.995,                0.74303,                0.95441,                0.42594,                0.95665,              0.0008912,              0.0008912,              0.0008912
                     58,                0.98195,                0.49931,                0.99999,                0.99588,                      1,                  0.995,                0.76302,                0.89593,                0.44771,                0.94519,              0.0008714,              0.0008714,              0.0008714
                     59,                0.97507,                0.48967,                 1.0012,                0.99659,                      1,                  0.995,                 0.7502,                0.95264,                0.41801,                0.96553,              0.0008516,              0.0008516,              0.0008516
                     60,                0.93366,                0.45589,                0.97031,                0.98553,                      1,                  0.995,                0.77556,                0.87694,                0.40631,                0.94139,              0.0008318,              0.0008318,              0.0008318
                     61,                0.91839,                0.47602,                0.98589,                0.97663,                      1,                0.98585,                0.75228,                0.94468,                0.39724,                0.96343,               0.000812,               0.000812,               0.000812
                     62,                0.95982,                0.47335,                0.98138,                0.97991,                      1,                0.98427,                0.77493,                 0.8717,                0.38498,                0.93718,              0.0007922,              0.0007922,              0.0007922
                     63,                0.94908,                 0.4646,                 1.0029,                0.99797,                      1,                  0.995,                0.76936,                0.90932,                0.36702,                0.94275,              0.0007724,              0.0007724,              0.0007724
                     64,                0.88183,                0.44092,                0.97126,                0.99803,                      1,                  0.995,                0.77858,                0.86703,                0.35052,                0.93114,              0.0007526,              0.0007526,              0.0007526
                     65,                0.90293,                0.43446,                0.97143,                0.99361,                      1,                  0.995,                0.78023,                0.87547,                0.37199,                0.93478,              0.0007328,              0.0007328,              0.0007328
                     66,                0.94361,                0.45461,                0.98647,                0.98612,                      1,                0.99476,                0.77213,                0.91812,                0.35861,                0.94663,               0.000713,               0.000713,               0.000713
                     67,                0.90969,                0.44632,                0.97293,                0.98578,                      1,                0.99488,                0.78107,                0.93373,                0.38192,                0.94982,              0.0006932,              0.0006932,              0.0006932
                     68,                0.91058,                0.46693,                0.96004,                0.98875,                      1,                  0.995,                0.77606,                0.92206,                0.37201,                0.94776,              0.0006734,              0.0006734,              0.0006734
                     69,                0.89951,                0.44702,                0.98359,                0.98724,                      1,                  0.995,                0.77839,                0.89775,                0.35807,                0.93988,              0.0006536,              0.0006536,              0.0006536
                     70,                0.93676,                0.44507,                 0.9898,                0.99924,                      1,                  0.995,                0.78567,                 0.8688,                0.36635,                 0.9391,              0.0006338,              0.0006338,              0.0006338
                     71,                0.91884,                0.45281,                0.97637,                0.98774,                0.99487,                0.99488,                0.77534,                0.86956,                0.36808,                0.93819,               0.000614,               0.000614,               0.000614
                     72,                0.94286,                0.46754,                0.99026,                 0.0687,                0.14815,                 0.1112,                 0.0616,                 1.5017,                 4.2795,                 1.4852,              0.0005942,              0.0005942,              0.0005942
                     73,                0.91609,                0.45048,                0.97951,                0.15385,                0.49383,                0.30677,                0.20687,                 1.4534,                  4.171,                  1.445,              0.0005744,              0.0005744,              0.0005744
                     74,                 0.9333,                0.44446,                0.96701,                      1,                0.98729,                0.99431,                  0.767,                0.94575,                0.42215,                0.96208,              0.0005546,              0.0005546,              0.0005546
                     75,                0.89094,                0.42556,                0.98177,                0.99917,                      1,                  0.995,                0.78706,                0.87389,                0.36163,                 0.9326,              0.0005348,              0.0005348,              0.0005348
                     76,                0.90193,                0.42403,                0.97071,                0.99804,                      1,                  0.995,                0.78545,                0.88334,                0.35215,                0.93368,               0.000515,               0.000515,               0.000515
                     77,                0.89869,                 0.4174,                0.96728,                 0.9875,                      1,                  0.995,                0.76758,                0.93185,                0.33978,                0.95001,              0.0004952,              0.0004952,              0.0004952
                     78,                0.89667,                0.42672,                0.96803,                 0.9877,                      1,                  0.995,                0.78147,                0.89928,                0.34588,                0.94163,              0.0004754,              0.0004754,              0.0004754
                     79,                0.91567,                0.43129,                0.97692,                0.98602,                      1,                0.99305,                0.78061,                0.85533,                0.35715,                0.92892,              0.0004556,              0.0004556,              0.0004556
                     80,                0.93494,                 0.4429,                0.98639,                0.98569,                      1,                0.99329,                0.76595,                0.88484,                0.39148,                0.93704,              0.0004358,              0.0004358,              0.0004358
                     81,                0.90547,                0.41906,                 0.9637,                0.99732,                      1,                  0.995,                0.77768,                0.86824,                0.36017,                0.93574,               0.000416,               0.000416,               0.000416
                     82,                 0.8783,                0.42056,                0.97227,                0.99255,                      1,                  0.995,                0.77901,                0.87266,                0.35438,                 0.9382,              0.0003962,              0.0003962,              0.0003962
                     83,                0.86724,                0.41179,                0.95137,                 0.9867,                      1,                  0.995,                0.77353,                0.88761,                0.36749,                0.94518,              0.0003764,              0.0003764,              0.0003764
                     84,                0.86237,                0.40724,                0.95412,                0.98625,                      1,                0.99488,                0.76062,                0.89573,                0.34502,                0.95116,              0.0003566,              0.0003566,              0.0003566
                     85,                0.87417,                0.40728,                0.96462,                0.98775,                      1,                  0.995,                0.76681,                0.89502,                0.33799,                0.94237,              0.0003368,              0.0003368,              0.0003368
                     86,                0.88242,                0.40604,                0.95092,                0.99291,                      1,                  0.995,                 0.7794,                0.89677,                0.33862,                0.94125,               0.000317,               0.000317,               0.000317
                     87,                0.87497,                0.40894,                0.94548,                0.99323,                      1,                  0.995,                0.78437,                0.89765,                0.35683,                0.94359,              0.0002972,              0.0002972,              0.0002972
                     88,                0.90478,                0.40986,                0.96763,                0.99512,                      1,                  0.995,                0.78181,                0.88902,                 0.3528,                0.94079,              0.0002774,              0.0002774,              0.0002774
                     89,                0.86874,                0.40257,                0.95724,                0.99501,                      1,                  0.995,                0.77499,                0.88875,                0.34073,                 0.9348,              0.0002576,              0.0002576,              0.0002576
                     90,                0.85516,                0.39018,                0.95473,                0.99753,                      1,                  0.995,                0.78783,                0.88796,                0.32787,                0.93859,              0.0002378,              0.0002378,              0.0002378
                     91,                0.83227,                 0.3552,                0.93974,                0.99732,                      1,                  0.995,                0.77905,                0.88428,                0.32608,                0.93798,               0.000218,               0.000218,               0.000218
                     92,                0.82411,                0.34523,                0.94114,                0.99252,                      1,                  0.995,                0.77423,                0.88697,                0.32825,                0.93734,              0.0001982,              0.0001982,              0.0001982
                     93,                 0.8196,                 0.3386,                0.93709,                0.99352,                      1,                  0.995,                0.78875,                0.89282,                0.31766,                0.93845,              0.0001784,              0.0001784,              0.0001784
                     94,                0.81716,                 0.3387,                0.93131,                0.99498,                      1,                  0.995,                0.79444,                0.87799,                0.32107,                0.93269,              0.0001586,              0.0001586,              0.0001586
                     95,                0.81604,                 0.3363,                0.94495,                0.99409,                      1,                  0.995,                0.79184,                 0.8706,                0.32048,                 0.9301,              0.0001388,              0.0001388,              0.0001388
                     96,                0.79929,                0.32488,                0.92936,                0.99356,                      1,                  0.995,                0.78843,                0.87327,                0.32419,                0.93237,               0.000119,               0.000119,               0.000119
                     97,                0.79712,                 0.3261,                0.93075,                 0.9939,                      1,                  0.995,                0.79456,                0.87318,                0.32607,                0.93225,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.80142,                0.32238,                0.93725,                0.99355,                      1,                  0.995,                0.79325,                0.88001,                 0.3245,                0.93534,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.81385,                0.33227,                0.92203,                0.99255,                      1,                  0.995,                0.78884,                0.88855,                0.32081,                0.93731,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.81697,                0.32337,                0.93835,                0.99162,                      1,                  0.995,                0.78991,                0.88725,                0.32151,                0.93696,               3.98e-05,               3.98e-05,               3.98e-05
